sku,group_skus.0,options.0,options.1,group,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.target_posting_template,fields.target_listing_action,fields.garment_rise,fields.garment_waist_closure,fields.pattern_group,fields.swimwear_style,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.upf_rating,fields.subtype,fields.gender,fields.size_grouping,fields.audience,fields.garment_back_type,fields.garment_closure_type,fields.garment_sleeve_length_type,fields.sheerness,fields.bra_cup_construction,fields.coverage,fields.tax,fields.garment_construction_details,fields.season,options.0,options.1,group,barcode,name,fields.bullet_4_x,fields.bullet_5_x,fields.weight.value,fields.package_height.value,fields.package_width.value,fields.package_length.value,fields.weight.1,fields.package_weight.value,fields.target_color,fields.abn_size,fields.bullet_4_y,fields.bullet_5_y,fields.color,fields.size
CSB006-BLK-S,variant-149,,,variant,Coppersuit Women's Optical Illusion High Waist Swim Bottom,Coppersuit,"Step into the summer with our High Waisted Swim Bottoms, which will deliver elegant style all summer long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottom will flatter your hips and provide a perfect fit that embraces your curves. The sun will be the last thing you'll worry about with this bottom's UPF 50+ rating. Pair these banded swim bottoms with our matching swim top for a complete summer look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Optical Illusion High Waist Swim Bottom - Black, Small",,,,1,13,10,,0.5,Black,Small,,,Black,S
CSB006-BLK-M,variant-149,,,variant,Coppersuit Women's Optical Illusion High Waist Swim Bottom,Coppersuit,"Step into the summer with our High Waisted Swim Bottoms, which will deliver elegant style all summer long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottom will flatter your hips and provide a perfect fit that embraces your curves. The sun will be the last thing you'll worry about with this bottom's UPF 50+ rating. Pair these banded swim bottoms with our matching swim top for a complete summer look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Optical Illusion High Waist Swim Bottom - Black, Medium",,,,1,13,10,,0.5,Black,Medium,,,Black,M
CSB006-BLK-L,variant-149,,,variant,Coppersuit Women's Optical Illusion High Waist Swim Bottom,Coppersuit,"Step into the summer with our High Waisted Swim Bottoms, which will deliver elegant style all summer long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottom will flatter your hips and provide a perfect fit that embraces your curves. The sun will be the last thing you'll worry about with this bottom's UPF 50+ rating. Pair these banded swim bottoms with our matching swim top for a complete summer look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Optical Illusion High Waist Swim Bottom - Black, Large",,,,1,13,10,,0.5,Black,Large,,,Black,L
CSB006-BLK-XL,variant-149,,,variant,Coppersuit Women's Optical Illusion High Waist Swim Bottom,Coppersuit,"Step into the summer with our High Waisted Swim Bottoms, which will deliver elegant style all summer long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottom will flatter your hips and provide a perfect fit that embraces your curves. The sun will be the last thing you'll worry about with this bottom's UPF 50+ rating. Pair these banded swim bottoms with our matching swim top for a complete summer look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Optical Illusion High Waist Swim Bottom - Black, X Large",,,,1,13,10,,0.5,Black,X Large,,,Black,XL
CSB006-BLUE-S,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Blue Acrylic, Small",,,,1,13,10,,0.5,Blue,Small,,,Blue Acrylic ,S
CSB006-BLUE-M,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Blue Acrylic, Medium",,,,1,13,10,,0.5,Blue,Medium,,,Blue Acrylic ,M
CSB006-BLUE-L,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Blue Acrylic, Large",,,,1,13,10,,0.5,Blue,Large,,,Blue Acrylic ,L
CSB006-BLUE-XL,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Blue Acrylic, X Large",,,,1,13,10,,0.5,Blue,X Large,,,Blue Acrylic ,XL
CSB006-PURP-S,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Violet Glow, Small",,,,1,13,10,,0.5,Purple,Small,,,Violet Glow,S
CSB006-PURP-M,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Violet Glow, Medium",,,,1,13,10,,0.5,Purple,Medium,,,Violet Glow,M
CSB006-PURP-L,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Violet Glow, Large",,,,1,13,10,,0.5,Purple,Large,,,Violet Glow,L
CSB006-PURP-XL,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Violet Glow, X Large",,,,1,13,10,,0.5,Purple,X Large,,,Violet Glow,XL
CSB006-PINK-S,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Pink Posey, Small",,,,1,13,10,,0.5,Pink,Small,,,Pink Posey,S
CSB006-PINK-M,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Pink Posey, Medium",,,,1,13,10,,0.5,Pink,Medium,,,Pink Posey,M
CSB006-PINK-L,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Pink Posey, Large",,,,1,13,10,,0.5,Pink,Large,,,Pink Posey,L
CSB006-PINK-XL,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Pink Posey, X Large",,,,1,13,10,,0.5,Pink,X Large,,,Pink Posey,XL
CSB006-BKWH-S,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Black, Small",,,,1,13,10,,0.5,Black,Small,,,Black,S
CSB006-BKWH-M,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Black, Medium",,,,1,13,10,,0.5,Black,Medium,,,Black,M
CSB006-BKWH-L,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Black, Large",,,,1,13,10,,0.5,Black,Large,,,Black,L
CSB006-BKWH-XL,variant-154,,,variant,Coppersuit Women's Colorblock High Waist Swim Bottom,Coppersuit,"Radiate summer style with our High Waisted Swim Bottoms and get a sleek and chic beach look. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,High Rise,Pull-On,Abstract,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Colorblock High Waist Swim Bottom - Black, X Large",,,,1,13,10,,0.5,Black,X Large,,,Black,XL
CSB005-MLTI-S,variant-159,,,variant,Coppersuit Women's Optical Illusion Basic Bikini Swim Bottom,Coppersuit,"Our Basic Bottoms will be your perfect companion for your active beach adventures. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Abstract,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Optical Illusion Basic Bikini Swim Bottom - Optical Illusion, Small",,,,1,13,10,,0.5,Multicolored,Small,,,Optical Illusion ,S
CSB005-MLTI-M,variant-159,,,variant,Coppersuit Women's Optical Illusion Basic Bikini Swim Bottom,Coppersuit,"Our Basic Bottoms will be your perfect companion for your active beach adventures. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Abstract,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Optical Illusion Basic Bikini Swim Bottom - Optical Illusion, Medium",,,,1,13,10,,0.5,Multicolored,Medium,,,Optical Illusion ,M
CSB005-MLTI-L,variant-159,,,variant,Coppersuit Women's Optical Illusion Basic Bikini Swim Bottom,Coppersuit,"Our Basic Bottoms will be your perfect companion for your active beach adventures. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Abstract,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Optical Illusion Basic Bikini Swim Bottom - Optical Illusion, Large",,,,1,13,10,,0.5,Multicolored,Large,,,Optical Illusion ,L
CSB005-MLTI-XL,variant-159,,,variant,Coppersuit Women's Optical Illusion Basic Bikini Swim Bottom,Coppersuit,"Our Basic Bottoms will be your perfect companion for your active beach adventures. Designed from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring freshness on your active beach days. The swim bottoms will flatter your hips and provide a comfortable fit that also accentuates your silhouette. These bottoms also come with UPF 50+ sun protection to protect you from harmful UV rays. Pair these bottoms with our matching swim top for a complete look!",Nylon,Color Block,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Abstract,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Optical Illusion Basic Bikini Swim Bottom - Optical Illusion, X Large",,,,1,13,10,,0.5,Multicolored,X Large,,,Optical Illusion ,XL
CSB005-GRN-S,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Serrano Pepper, Small",,,,1,13,10,,0.5,Green,Small,,,Serrano Pepper,S
